Author,Comment,Clean_Comment
@syafaaterzs,"ɢᴜᴀ ᴋᴇsɪɴɪ ɢᴀʀᴀ ɢᴀʀᴀ ɪɴsᴛᴀɢʀᴀᴍ ʜᴇsᴏɪʏᴀᴍ_ (ʜɪsᴛᴏʀʏ ᴠɪᴅᴇᴏ ᴋᴀᴅɪᴛᴀ)




ᴇᴅɪᴛ : ᴀɴᴊᴀʏ ᴜᴅʜ ʀᴀᴍᴇ",s s s s
@annasanwar1096,Yang masih dengerin lagu sampai sekarang siapa,yang masih dengerin lagu sampai sekarang siapa
@ceptegarmuharam5601,Vibes 2020,vibes
@Vract,Gw,gw
@dedydoow7802,"Soo deep.. I lov this song, 
Can't stop listening everyday..",soo deep i lov this song cant stop listening everyday
@multazamnazli1076,"Yang dukung WEIRD GENIUS dapet piala musik award 2020 like dan kometar, ""setuju""",yang dukung weird genius dapet piala musik award like dan kometar setuju
@hilmirailfans,Is music inspirasion for tradision majapahit (indonesian),is music inspirasion for tradision majapahit indonesian
@reganslism3947,"Positif aja Mungkin Yang Dislike
Sering Nonton Kekyi Mukbang
Jadi dah biasa dislike,Atau memang gasuka
Dan buat yang like
 I'M WITH YOU",positif saja mungkin yang dislike sering nonton kekyi mukbang jadi dah biasa dislikeatau memang gasuka dan buat yang like im with you
@satriaajipangestu3338,Masih aja heran.... Kenapa bisa ga trending???????? Sekeren inj g trending cuk...,masih saja heran kenapa bisa tidak trending sekeren inj g trending cuk
@bellasetiani4617,Woy sekeren ini masih ada yang dislike? Yang dislike ga ada akhlak jir,woy sekeren ini masih ada yang dislike yang dislike tidak ada akhlak jir
@lyn_cutie1890,I love this song,i love this song
@sportskuy7539,"Lagu EDM x Tradisional yg lagi trending:
1. Lathi - Weird Genius 
2. Mother Earth - Alffy Rev",lagu edm x tradisional yang lagi trending lathi weird genius mother earth alffy rev
@cikalsylvia3192,"itu yang dislike sebanyak itu sini sini cerita sama aku,kalian nonton sambil merem kah? TRENDING KAN REK!! huhu",itu yang dislike sebanyak itu sini sini cerita sama akukalian nonton sambil merem kah trending kan rek huhu
@syakirartofficial8960,SUMPAHHH YANG DISLIKE GA ADA AKHLAK WOYYYYY,sumpahhh yang dislike tidak ada akhlak woyyyyy
@andreasssx,Masterpiece.,masterpiece
@wahyuaji705,"Entah kenapa aku jadi teringat kisah rorojonggrang. Yang mengisahkan cinta pangeran terhadap seorang putri. Cerita cinta itu berakhir dengan sebuah kutukan. 

Karena! Sebuah PERKATAAN bisa mengubah segala alur cerita kehidupan.

AJINING DIRI ONO ING LATHI

Karena aku orang jawa, Aku selalu merinding tiap mendengar kalimat "" ITU "" di lagu ini

Selamat buat semua yg terlibat di dalam nya",entah kenapa aku jadi teringat kisah rorojonggrang yang mengisahkan cinta pangeran terhadap seorang putri cerita cinta itu berakhir dengan sebuah kutukan karena sebuah perkataan bisa mengubah segala alur cerita kehidupan ajining diri ono ing lathi karena aku orang jawa aku selalu merinding tiap mendengar kalimat itu di lagu ini selamat buat semua yang terlibat di dalam nya
@fachrysandra6303,"Anjiiiirrrrrr saluttt bgt karyanya, gue harap bisa terus memajukan musik indonesia, DANN PLEASE JGN SAMPE DI REMIX AMA GAGAK.",anjiiiirrrrrr saluttt banget karyanya gue harap bisa terus memajukan musik indonesia dann please jgn sampe di remix ama gagak
@yunojung8344,"Itu yg nge dislike maslhhnya apaan sihhh,mungkin iri yhhh ngeliat karya sebagus ini

Selalu smangattt buattt kryaa ke giniiiii
GO INTERNATIONALL!!!!",itu yang nge dislike maslhhnya apaan sihhhmungkin iri yhhh ngeliat karya sebagus ini selalu smangattt buattt kryaa ke giniiiii go internationall
@DmZSan,Sudah 5 tahun aja ternyata,sudah tahun saja ternyata
@najwanabila3684,"""kowe ra iso mlayu saka kesalahan ajining diri ana ing lathi : kamu ga bisa lari dari dari kesalahan, kehormatan diri ada di ucapan"" menurut ku pesan dri lagu lathi ini kita harus selalu menjaga ucapan/lisan agar tidak menghancurkan kehidupan seseorang atau diri sendiri. Salut lah sama weird genius suka bgt sama ni lagu >~< ya nama nya juga genius lah 
.
Btw itu g tau arti nya bener apa kagak :""v",kowe ra iso mlayu saka kesalahan ajining diri ana ing lathi kamu tidak bisa lari dari dari kesalahan kehormatan diri ada di ucapan menurut ku pesan dri lagu lathi ini kita harus selalu menjaga ucapanlisan agar tidak menghancurkan kehidupan seseorang atau diri sendiri salut lah sama weird genius suka banget sama ni lagu ya nama nya juga genius lah btw itu g tau arti nya bener apa kagak v
@marinaofficial213,Mana nih orang jawa,mana nih orang jawa
@liliksetiawan2482,"Kirain full Inggris ternyata ada Jawa nya




Orang Jawa mana nih",kirain full inggris ternyata ada jawa nya orang jawa mana nih
@hendrasutikno3387,HAMPIR KAYAK FUNK,hampir kayak funk
@SYAFTON,It just me or this gives me Enchantress from suicide squad vibes.,it just me or this gives me enchantress from suicide squad vibes
@hidabc,"Kelak  ditahun 2030 masih ada yang komen

""Yang masih nonton 30 februari 2030 like""

Mlzzz",kelak ditahun masih ada yang komen yang masih nonton februari like mlzzz
@bayurifqie_hp285,Jawa tengah like,jawa tengah like
@LuriBuotigue,lagu indonesia paling keren gue denger,lagu indonesia paling keren gue denger
@luwakwhitecoffe7098,"Yang gak like parah, bagus banget, dan yang gak suka?kenapa gak suka bagus kek gini kok gak suka?hadeuhhh pokoknya good bagus banget deh",yang gak like parah bagus banget dan yang gak sukakenapa gak suka bagus kek gini kok gak sukahadeuhhh pokoknya good bagus banget deh
@zuko.7039,Siapa yang kira orang barat hayo,siapa yang kira orang barat hayo
@faridaaprilia9080,SEBAGUS INI MASIH AJH ADA YANG DISLIKE HERAN GUA SAMA STANDARISASI KEBAGUSAN MEREKA,sebagus ini masih ajh ada yang dislike heran gua sama standarisasi kebagusan mereka
@Ato12Z,What an amazing video and song!!!,what an amazing video and song
@janherdijk,"Jawa Timur endi suarane!!

(edit) yo ngono rek JATIM seng akur lurr!",jawa timur endi suarane edit yo ngono rek jatim seng akur lurr
@campur-campur5201,"Anjir,,,Giliran lagu nya si, KEKEY BOKAN BONEKA. trending nya sampe keluar angkasa, tapi kalo ini cumah di bilang ghaib atau gimanalah, padahal ini karya luar biasa gaess +62.parah dah",anjirgiliran lagu nya si kekey bokan boneka trending nya sampe keluar angkasa tapi kalo ini cumah di bilang ghaib atau gimanalah padahal ini karya luar biasa gaess parah dah
@lyubo_stan,"Who came here after Tristan reacted to this?
.
.
.
.
I am not Russian",who came here after tristan reacted to this i am not russian
@HakimAbdul-1q8g,Masih dengerin sampe sekarang,masih dengerin sampe sekarang
@srizulhifani6364,"Kesel bat dibilang ngundang setan...
Jelas2 lirik2nya inggris gaada kaitan dg setan...umahku nang sanding segoro kidul apa arep diomong kancanan karo setan juga??",kesel bat dibilang ngundang setan jelas liriknya inggris gaada kaitan dg setanumahku nang sanding segoro kidul apa arep diomong kancanan karo setan juga
@deejay.trader,Ghosts are unreal. The only thing they should afraid of is me.,ghosts are unreal the only thing they should afraid of is me
@rohenisulistyaningsih,Lagu gabungan inggris jawa ini bagus banget apa lagi yang bagian kowe iso mlayu beuhhh apalagi,lagu gabungan inggris jawa ini bagus banget apa lagi yang bagian kowe iso mlayu beuhhh apalagi
@lyn_cutie1890,Gila kok bisa lagunya keren banget,gila kok bisa lagunya keren banget
@nerisaismayanti5424,udah 5 tahun berlalu,udah tahun berlalu
@stayhalal-u8r,I'm from Indonesian in Java,im from indonesian in java
@arahbola6452,2020 overpower bgt nh lagu,overpower banget nh lagu
@Maulana-e5j,Disaat nanti saat kau sudah mengerti kau tak akan ku lepaskan,disaat nanti saat kau sudah mengerti kau tak akan ku lepaskan
@rzersx,5 years ago,years ago
@NabilahShafwa,Kerreeen pooollll,kerreeen pooollll
@masmboyz6375,Gokil masih saya dengar di tahun 2025,gokil masih saya dengar di tahun
@DANCE-g2q,Wow,wow
@lianlyn0880,Muncul lagi setelah 5 tahun,muncul lagi setelah tahun
@Lehayo-s,Lagu ini viral banget sampe keluar negeri  bagus banget,lagu ini viral banget sampe keluar negeri bagus banget
@friskaaputri-h8z,Oktober 2025... Anyone?,oktober anyone
@PakDe-d8d2q,Kpla pcah,kpla pcah
@MickvodkaGoodgame,"Kehormatan diri seseorang ada di lisannya.
Seseorang bisa dinilai dari lisannya dalam berkata atapun janji..",kehormatan diri seseorang ada di lisannya seseorang bisa dinilai dari lisannya dalam berkata atapun janji
@Arvelbejebu,1:03 this is so dang bro W song and W Indonesian,this is so dang bro w song and w indonesian
@kesehanan,gokil bangatsss,gokil bangatsss
@natashavy,lagu Inggris X jawa terenak,lagu inggris x jawa terenak
@christinedesyliana,"Jayalah Musik & Lagu Indonesia 
Apalagi jika ada unsur alat musik dan seni tari dari Indonesia.
Lestarilah Budaya Indonesia.",jayalah musik lagu indonesia apalagi jika ada unsur alat musik dan seni tari dari indonesia lestarilah budaya indonesia
@buncisproject8502,2025 masih keren aja,masih keren saja
@PR3TTY_L3XX4,Bestt nyyyeee,bestt nyyyeee
@RiskiyahwulandariMuhamad-q1y,Wayang kulit mbiyen,wayang kulit mbiyen
@JuanFelix-m2l,"saya latihan Smahpore pakai lagu ini, terimakasih atas ciptaan nya Weird",saya latihan smahpore pakai lagu ini terimakasih atas ciptaan nya weird
@HazleyLinkafarasya,"151 JT sekrng ,dari nonton masih 800,sekarnag Balik Lagi",jt sekrng dari nonton masih sekarnag balik lagi
@KNTNQ.F.C,"Sabtu, 11 oktober 2025 anyone?",sabtu oktober anyone
@cikalradianfajar2040,Yo this made indonesia,yo this made indonesia
@AsfinaEva,Mantap,mantap
@LangitAbie,Kesini lagi di 2025. Emang Arap ini Genius sih.,kesini lagi di emang arap ini genius sih
@ROHMANPRODUCT,yg masih setia mendengarkan lagu lathi 4thn ini?,yang masih setia mendengarkan lagu lathi thn ini
@enrisandi2872,cocok buat backsound nya Solo Leveling,cocok buat backsound nya solo leveling
@simpleSTAY0325,Minimal banget sebulan sekali mampir sini,minimal banget sebulan sekali mampir sini
@saputra911,Kembali lagi ke vidio keren ini.,kembali lagi ke vidio keren ini
@blueberrymahwaa,JAWA!,jawa
@NurRiyah-t8j,Akhirnyaa lagu yang ku tunggu tunggu ktemuuu,akhirnyaa lagu yang ku tunggu tunggu ktemuuu
@BiakBuaya,"Jrng lagu di indonesia make bahasa inggris, dan akhirnya cuma 1 lathi yg ku liat/dengar",jrng lagu di indonesia make bahasa inggris dan akhirnya cuma lathi yang ku liatdengar
@vals332,still gimme goosebumps,still gimme goosebumps
@adamatturab388,Akting dia di film horor selalu bagus,akting dia di film horor selalu bagus
@Rm36-Production,So good,so good
@E-KinerjaBKNSatpolPPBanyumas,legends,legends
@Ripzzzedity,"gamelan = 999+ aura
edm = 666+ aura

edm + gamelan = merasa kesurupan njir",gamelan aura edm aura edm gamelan merasa kesurupan njir
@SitiAnissa-d2g,Lagu ini sampe jadi mata pelajaran disekolah ku bener bener mendunia sih ni lagu,lagu ini sampe jadi mata pelajaran disekolah ku bener bener mendunia sih ni lagu
@romanhaloho2702,"keren, top. 
maju terus seni Indonesia",keren top maju terus seni indonesia
@shangrawn,dah 2025 tetep aja masih suka dengerin,dah tetep saja masih suka dengerin
@lovelygirl-d6o,Ini dia yang ku cari,ini dia yang ku cari
@mastahganz6718,The Best,the best
@RedStoneCraftGG,"2 possible remix:

Lathi x Polumnia Omnia
Lathi x Deltarune - Black Knife",possible remix lathi x polumnia omnia lathi x deltarune black knife
@deddyharyadi4228,Ga bosan masih dengerin lathi ditahun 2025,tidak bosan masih dengerin lathi ditahun
@UmniyyahHasanah,"pliss, kangen masa masanya",pliss kangen masa masanya
@JLMvision,saya bahkan tidak tahu kalo ini juga termasuk karya dari Reza arab weird genius,saya bahkan tidak tahu kalo ini juga termasuk karya dari reza arab weird genius
@hjsuwarti2173,Melody.,melody
@MeldaMayor02,Okt 2025?,okt
@sanmoln,AMHUV!!!!,amhuv
@pawitsulistiyono8912,Tidak terasa Sudah 5 Tahun berlalu sekarang Agustus 2025 play ini pagi,tidak terasa sudah tahun berlalu sekarang agustus play ini pagi
@Fairyislikeunicorn,This song is my anthems,this song is my anthems
@Kanzza97,There is an Indonesian wayang culture,there is an indonesian wayang culture
@pik4._luvr,kangen sama era ini pls...,kangen sama era ini pls
@wayandiana299,Thanks weird…you are so genious,thanks weirdyou are so genious
@santriembonganofficial,Yes,yes
@novanacw,Ini Sangat keren memadukan bahasa inggris  dan bahasa jawa,ini sangat keren memadukan bahasa inggris dan bahasa jawa
@XpressPCRepair,What a beautiful tune,what a beautiful tune
@Zharalyn,Anyone here in August 2025?,anyone here in august
@Pinta-m1m,Wow this music is so good!!!!,wow this music is so good
@kazekage472,"Gk terasa 5 tahun berlalu awal lagu ini release, bener² booming awal release live lagu ini. Sekarang dah tua aja",tidak terasa tahun berlalu awal lagu ini release bener booming awal release live lagu ini sekarang dah tua saja
@HadiSukarto-c9l,Wow amazing me from Indonesia jawa,wow amazing me from indonesia jawa
@ismilestari2324,kesini karna habis lihat film para betina pengikut iblis,kesini karna habis lihat film para betina pengikut iblis
@AdiRahman-r6t,"Februari 2025 menjelang puasa, mengingat bulan puasa 2021 masa pandemi",februari menjelang puasa mengingat bulan puasa masa pandemi
@adfishftnaaa6361,"""LATHI"" loveeee yooo Sara Fajiraaa and all people of Lathi and Weird Genius",lathi loveeee yooo sara fajiraaa and all people of lathi and weird genius
@RianaRudy,Gw yg nonton inin di tahun 2025,gw yang nonton inin di tahun
@abhadewi,hayolo siapa kgn vibes dirumah aja,hayolo siapa kgn vibes dirumah saja
@azmanjemey3743,Berhantu smpai 2025,berhantu smpai
@wisaeofficial7713,josss,josss
@fitrapratama4318,Inget saat aktifitas di bumi ini beristirahat untuk sejenak,inget saat aktifitas di bumi ini beristirahat untuk sejenak
@Abudp3naterli,Musik yang begitu jeniuuuus....kalian luaaaaar biasaaaa,musik yang begitu jeniuuuuskalian luaaaaar biasaaaa
@azkanazrielhamdani8868,Aku bangga dengan indonesia  🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨,aku bangga dengan indonesia
@UmiAtikah-jh8nh,Icikiwirrrr,icikiwirrrr
@FaizIsmail-zo6xd,Tak kerasa sudah 5 tahun dari jaman pertama covid,tak kerasa sudah tahun dari jaman pertama covid
@putrapratama6594,dari dulu selalu merindig kalau denger ni lagu GILAAAA KEREN BANGETT,dari dulu selalu merindig kalau denger ni lagu gilaaaa keren bangett
@salsaPutri-y1v,Jawa jawa jawa jawa jawa,jawa jawa jawa jawa jawa
@nurulamalia9492,kuuueren kebangetan,kuuueren kebangetan
@riskifauziahafni6367,2025  masi sering putar,masi sering putar
@adeirfanantonius7520,Lagu yg selalu bikin kangen tiap di dengernyaaa,lagu yang selalu bikin kangen tiap di dengernyaaa
@JatilawangH4J1-wx7uf,Bagus,bagus
@AgusSalim-ri4oj,Ini lagu gila sih. Setiap kali dengar pasti merinding.,ini lagu gila sih setiap kali dengar pasti merinding
@robbysiahaan5712,satu kata buat lagu ini gaess.. neng kene wes neng kono..,satu kata buat lagu ini gaess neng kene wes neng kono
@rizqiirawan7991,nonton di 2025 ada?,nonton di ada
@Tonysuna,baru dengar ... seperti yg aku impikan perpaduan yg traditional top top,baru dengar seperti yang aku impikan perpaduan yang traditional top top
@rahmaputri4758,"kembali setelah 5 tahun ...
2025",kembali setelah tahun
@FujiZeazefanya,Gak terasa udah 5 thun yg lalu. Ceoatnua waktu berlalu,gak terasa udah thun yang lalu ceoatnua waktu berlalu
@Aulia_hikmah,Kesini gara-gara abis nonton chit chat  yang ngundang kak sara fajira,kesini garagara abis nonton chit chat yang ngundang kak sara fajira
@dericoramadhany7679,Is awesome,is awesome
@susanpereyeibo7576,"Imperfections are really perfect, changes are inevitable",imperfections are really perfect changes are inevitable
@abuRochmant,Kesini gara gara fyp tiktok dewi persik nyanyi lagu lathi,kesini gara gara fyp tiktok dewi persik nyanyi lagu lathi
@CreatorMusic-UJ,Nice song,nice song
@AgungKun-f1i,"Keinget masa masa covid, di mana seluruh dunia ber istirahat",keinget masa masa covid di mana seluruh dunia ber istirahat
@kucingyuraha9669,Blm move on from this song. Selalu merinding setiap  masuk ke gamelan nyanyian jawa,blm move on from this song selalu merinding setiap masuk ke gamelan nyanyian jawa
@tela321,keren,keren
@MamaIfa-b3m,Semangattt Kakak!!,semangattt kakak
@putripermatasari5969,Keren keren keren,keren keren keren
@cynn225,Keren bgtt,keren bgtt
